"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016/2017","Manitoba","2016A000246","Medicine","Current dollars","75","units","0","v62427254","8.13","","..","","","0"
"2017/2018","Manitoba","2016A000246","Medicine","Current dollars","75","units","0","v62427254","8.13","8287","","","","0"
"2018/2019","Manitoba","2016A000246","Medicine","Current dollars","75","units","0","v62427254","8.13","8834","","","","0"
"2019/2020","Manitoba","2016A000246","Medicine","Current dollars","75","units","0","v62427254","8.13","9165","","","","0"
"2020/2021","Manitoba","2016A000246","Medicine","Current dollars","75","units","0","v62427254","8.13","9807","","","","0"
"2021/2022","Manitoba","2016A000246","Medicine","Current dollars","75","units","0","v62427254","8.13","10297","","","","0"
"2012/2013","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427255","8.14","3931","","","","0"
"2013/2014","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427255","8.14","4006","","","","0"
"2014/2015","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427255","8.14","4076","","","","0"
"2015/2016","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427255","8.14","5033","","","","0"
"2016/2017","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427255","8.14","5052","","","","0"
"2017/2018","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427255","8.14","5197","","","","0"
"2018/2019","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427255","8.14","5342","","","","0"
"2019/2020","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427255","8.14","5333","","","","0"
"2020/2021","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427255","8.14","5363","","","","0"
"2021/2022","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427255","8.14","5498","","","","0"
"2012/2013","Manitoba","2016A000246","Pharmacy","Current dollars","75","units","0","v62427256","8.15","6294","","","","0"
"2013/2014","Manitoba","2016A000246","Pharmacy","Current dollars","75","units","0","v62427256","8.15","6780","","","","0"
"2014/2015","Manitoba","2016A000246","Pharmacy","Current dollars","75","units","0","v62427256","8.15","7582","","","","0"
"2015/2016","Manitoba","2016A000246","Pharmacy","Current dollars","75","units","0","v62427256","8.15","7768","","","","0"
"2016/2017","Manitoba","2016A000246","Pharmacy","Current dollars","75","units","0","v62427256","8.15","7863","","","","0"
"2017/2018","Manitoba","2016A000246","Pharmacy","Current dollars","75","units","0","v62427256","8.15","7963","","","","0"
"2018/2019","Manitoba","2016A000246","Pharmacy","Current dollars","75","units","0","v62427256","8.15","8485","","","","0"
"2019/2020","Manitoba","2016A000246","Pharmacy","Current dollars","75","units","0","v62427256","8.15","19100","","","","0"
"2020/2021","Manitoba","2016A000246","Pharmacy","Current dollars","75","units","0","v62427256","8.15","19255","","","","0"
"2021/2022","Manitoba","2016A000246","Pharmacy","Current dollars","75","units","0","v62427256","8.15","19412","","","","0"
"2018/2019","Manitoba","2016A000246","Veterinary medicine","Current dollars","75","units","0","v1073541843","8.16","","..","","","0"
"2019/2020","Manitoba","2016A000246","Veterinary medicine","Current dollars","75","units","0","v1073541843","8.16","","..","","","0"
"2020/2021","Manitoba","2016A000246","Veterinary medicine","Current dollars","75","units","0","v1073541843","8.16","","..","","","0"
"2021/2022","Manitoba","2016A000246","Veterinary medicine","Current dollars","75","units","0","v1073541843","8.16","","..","","","0"
"2018/2019","Manitoba","2016A000246","Optometry","Current dollars","75","units","0","v1073541844","8.20","","..","","","0"
"2019/2020","Manitoba","2016A000246","Optometry","Current dollars","75","units","0","v1073541844","8.20","","..","","","0"
"2020/2021","Manitoba","2016A000246","Optometry","Current dollars","75","units","0","v1073541844","8.20","","..","","","0"
"2021/2022","Manitoba","2016A000246","Optometry","Current dollars","75","units","0","v1073541844","8.20","","..","","","0"
"2012/2013","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427257","8.17","3433","","","","0"
"2013/2014","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427257","8.17","3484","","","","0"
"2014/2015","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427257","8.17","3554","","","","0"
"2015/2016","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427257","8.17","3636","","","","0"
"2016/2017","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427257","8.17","3876","","","","0"
"2017/2018","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427257","8.17","3871","","","","0"
"2018/2019","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427257","8.17","4066","","","","0"
"2019/2020","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427257","8.17","4197","","","","0"
"2020/2021","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427257","8.17","4365","","","","0"
"2021/2022","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427257","8.17","4528","","","","0"
"2014/2015","Manitoba","2016A000246","Personal, protective and transportation services","Current dollars","75","units","0","v114648203","8.18","","..","","","0"
"2015/2016","Manitoba","2016A000246","Personal, protective and transportation services","Current dollars","75","units","0","v114648203","8.18","","..","","","0"
"2016/2017","Manitoba","2016A000246","Personal, protective and transportation services","Current dollars","75","units","0","v114648203","8.18","3663","","","","0"
"2017/2018","Manitoba","2016A000246","Personal, protective and transportation services","Current dollars","75","units","0","v114648203","8.18","3694","","","","0"
"2018/2019","Manitoba","2016A000246","Personal, protective and transportation services","Current dollars","75","units","0","v114648203","8.18","3943","","","","0"
"2019/2020","Manitoba","2016A000246","Personal, protective and transportation services","Current dollars","75","units","0","v114648203","8.18","4090","","","","0"
"2020/2021","Manitoba","2016A000246","Personal, protective and transportation services","Current dollars","75","units","0","v114648203","8.18","4235","","","","0"
"2021/2022","Manitoba","2016A000246","Personal, protective and transportation services","Current dollars","75","units","0","v114648203","8.18","4388","","","","0"
"2012/2013","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414663","9.19","6106","","","","0"
"2013/2014","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414663","9.19","6402","","","","0"
"2014/2015","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414663","9.19","6693","","","","0"
"2015/2016","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414663","9.19","6978","","","","0"
"2016/2017","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414663","9.19","7042","","","","0"
"2017/2018","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414663","9.19","7257","","","","0"
"2018/2019","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414663","9.19","7511","","","","0"
"2019/2020","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414663","9.19","7798","","","","0"
"2020/2021","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414663","9.19","8235","","","","0"
"2021/2022","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414663","9.19","8545","","","","0"
"2012/2013","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427266","9.1","5361","","","","0"
"2013/2014","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427266","9.1","5588","","","","0"
"2014/2015","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427266","9.1","5795","","","","0"
"2015/2016","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427266","9.1","5967","","","","0"
"2016/2017","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427266","9.1","6187","","","","0"
"2017/2018","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427266","9.1","6364","","","","0"
"2018/2019","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427266","9.1","6595","","","","0"
"2019/2020","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427266","9.1","6859","","","","0"
"2020/2021","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427266","9.1","6858","","","","0"
"2021/2022","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427266","9.1","7133","","","","0"
"2012/2013","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427274","9.2","5394","","","","0"
"2013/2014","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427274","9.2","5669","","","","0"
"2014/2015","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427274","9.2","5909","","","","0"
"2015/2016","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427274","9.2","6169","","","","0"
"2016/2017","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427274","9.2","6387","","","","0"
"2017/2018","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427274","9.2","6459","","","","0"
"2018/2019","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427274","9.2","6715","","","","0"
"2019/2020","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427274","9.2","6929","","","","0"
"2020/2021","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427274","9.2","6943","","","","0"
"2021/2022","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427274","9.2","7221","","","","0"
"2012/2013","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427275","9.3","5182","","","","0"
